question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
2627,خانمی 40 ساله با سابقه حملات سرگیجه دورانی و وزوزگوش وافت شنوایی گوش راست درفرکانس های پایین با سرگیجه شدید به اورژانس آورده شده است تهوع واستفراغ دارد کدامیک از درمان های زیر کاربردی در درمان بیماری ندارد؟,"{'1': 'هیدراته کردن بیمار ', '2': 'انفوزیون وازودیلاتورهای سیستمیک ', '3': 'داروهای ضدتهوع وریدی ', '4': 'داروهای سایکوتروپ'}",گوش حلق بینی,1400,4,"A 40-year-old woman with a history of vertiginous attacks, tinnitus, and hearing loss in the right ear at low frequencies is brought to the emergency department with severe vertigo. She has nausea and vomiting. Which of the following treatments is not useful in treating the disease?","{""1"": ""Hydration of the patient"", ""2"": ""Infusion of systemic vasodilators"", ""3"": ""Intravenous antiemetic medications"", ""4"": ""Psychotropic medications""}",ENT/Otolaryngology,treatment,multiple_choice,otolaryngology,vertigo,intermediate,1.0,"[""Meniere's disease diagnosis"", ""Meniere's disease treatment options"", ""Pharmacology of anti-vertigo medications""]",female,40,years,Adult (18+)
4816,کودک ۱۸ ماهه توانایی بیان حداقل چند کلمه را دارد؟,"{'1': '4 ', '2': '6 ', '3': '8 ', '4': '10'}",کودکان,1398,2,How many words can an 18-month-old child say at a minimum?,"{""1"": ""4 "", ""2"": ""6 "", ""3"": ""8 "", ""4"": ""10""}",Pediatrics,other,direct_question,pediatrics,developmental_milestones,basic,0.0,"[""pediatric developmental milestones"", ""language development""]",unspecified,18,months,Child (2-17)
11495,نوزادی با سن جنینی ۳۶ هفته به روشی سزارین متولد شده است. دو ساعت پس از تولد تاکی پنه و گرانتینگ دارد. توکشیدگی عضلات بین دنده ای تحتانی نیز مشاهده می شود. در گرافی قفسه سینه نمای air bronchogram مشهود است. نوزاد زیر اکسی هود، اکسیژن با غلظت ۱۰۰ درصد دریافت می کند. نتیجه آنالیز گازهای خون شریانی به شرح زیر است:pH= 7.25PaCO2=58Pa02= 46علاوه بر تجویز سورفاکتانت داخل تراشه، مناسب ترین اقدام بعدی کدام است؟,"{'1': 'شروع تهویه مکانیکی ', '2': 'تجویز اکسیژن از طریق کانولای بینی ', '3': 'برقراری فشار مثبت مداوم راه های هوایی از طریق بینی ', '4': 'تکرار سریال آنالیز گازهای خون شریانی و ادامه درمان فعلی'}",کودکان,1395,3,"A neonate with a gestational age of 36 weeks was born via Cesarean section. Two hours after birth, the neonate presents with tachypnea and grunting. Lower intercostal retractions are also observed. Chest X-ray shows an air bronchogram pattern. The neonate is receiving 100% oxygen under an oxyhood. Arterial blood gas analysis results are as follows: pH= 7.25, PaCO2=58, PaO2= 46. In addition to administering intratracheal surfactant, what is the most appropriate next step?","{""1"": ""Initiate mechanical ventilation"", ""2"": ""Administer oxygen via nasal cannula"", ""3"": ""Establish continuous positive airway pressure via nose"", ""4"": ""Repeat serial arterial blood gas analysis and continue current treatment""}",Pediatrics,treatment,case_scenario,pediatrics,neonatology,intermediate,1.0,"[""Neonatal respiratory distress syndrome"", ""Interpretation of arterial blood gases"", ""Management of neonatal respiratory failure"", ""Indications for mechanical ventilation in neonates""]",unspecified,36,weeks_gestational,Infant (0-1)
20638,خانم 30 ساله با سابقه آسم که در دو سال اخیر فقط از اسپری سالبوتامول هر دو هفته یک بار استفاده می‌گردد. در ماه گذشته جهت برطرف شدن تنگی نفس مجبور به استفاده حداقل یک روز در میان بوده است. تب، سرفه یا عفونت تنفسی نداشته. در قدم بعد در مورد درمان وی چه توصیه‌ای می‌نمایید؟,"{'1': 'استفاده روزانه اسپری سالبوتامول تا یک ماه ', '2': 'اضافه نمودن بکلومتاوزن استنشاقی ', '3': 'جایگزینی سالبوتامول با سالمترول ', '4': 'اضافه نمودن گلوکوکورتیکوئید خوراکی'}",ریه,1390,2,"A 30-year-old woman with a history of asthma who has only used a salbutamol inhaler once every two weeks for the past two years. In the past month, she has been forced to use it at least every other day to relieve shortness of breath. She has no fever, cough, or respiratory infection. What is your recommendation for her treatment in the next step?","{""1"": ""Daily use of salbutamol inhaler for up to one month"", ""2"": ""Adding inhaled beclomethasone"", ""3"": ""Replacing salbutamol with salmeterol"", ""4"": ""Adding oral glucocorticoid""}",Pulmonology,treatment,case_scenario,pulmonology,Asthma,intermediate,1.0,"[""Asthma management guidelines"", ""Pharmacology of asthma medications"", ""Assessment of asthma control""]",female,30,years,Adult (18+)
2284,خانم 22 ساله ای با سابقه سنگ سازی مکرر از جنس سیستینی، در حال حاضر با یک سنگ 9 میلیمتری حالب میانی که از 2 هفته قبل تشخيص داده شده و تب و لرز و لکوسیتوز 20 هزار به شما مراجعه می کند. چه درمانی را برای او در این مرحله توصیه می کنید؟,"{'1': 'یورتروسکوپی و سنگ شکنی داخل حالب ', '2': 'سنگ شکنی برون اندامی ', '3': 'تعبیه استنت حالب ', '4': 'لاپاروسکوپی و خارج کردن سنگ'}",اورولوژی,1400,4,"A 22-year-old woman with a history of recurrent cystine stone formation presents with a 9 mm stone in the mid-ureter, diagnosed 2 weeks ago, along with fever, chills, and leukocytosis of 20,000. What treatment do you recommend for her at this stage?","{""1"": ""Ureteroscopy and intracorporeal lithotripsy"", ""2"": ""Extracorporeal shock wave lithotripsy"", ""3"": ""Ureteral stent placement"", ""4"": ""Laparoscopy and stone removal""}",Urology,treatment,case_scenario,urology,urolithiasis,intermediate,1.0,"[""urolithiasis management"", ""cystine stones"", ""obstructive uropathy"", ""pyelonephritis"", ""sepsis management""]",female,22,years,Adult (18+)
10898,خانم جوانی جهت ویزیت پیش از بارداری به شما مراجعه می کند. در شرح حال سابقه اضطراب، صرع و مصرف دارو را ذکر می کند. قطع کدام یک از داروهای زیر را قبل از بارداری توصیه می کنید؟,"{'1': 'لورازپام ', '2': 'پاروکستین ', '3': 'لاموتریژین ', '4': 'اسید فولیک'}",زنان,1395,2,"A young woman comes to you for a pre-pregnancy visit. In her history, she mentions a history of anxiety, epilepsy, and medication use. Which of the following medications do you recommend discontinuing before pregnancy?","{""1"": ""Lorazepam"", ""2"": ""Paroxetine"", ""3"": ""Lamotrigine"", ""4"": ""Folic acid""}",Obstetrics and Gynecology,pharmacology,multiple_choice,gynecology,preconception care,intermediate,1.0,"[""pharmacology in pregnancy"", ""epilepsy management"", ""anxiety management"", ""preconception counseling""]",female,,,Adult (18+)
1568,مرد میانسالی با تورم یکطرفه در محل غده پاروتید مراجعه کرده است . در معاینه برجستگی در مسیر مجرای استنسن همان سمت دیده می شود. اقدام تشخیصی مناسب بعدی کدام است؟,"{'1': 'CT Scan ', '2': 'Radiography ', '3': 'Sialography ', '4': 'Ultrasound'}",رادیولوژی,1401,4,"A middle-aged man presented with unilateral swelling in the parotid gland area. On examination, a bulge is seen along the course of the Stensen's duct on the same side. What is the next appropriate diagnostic step?","{""1"": ""CT Scan "", ""2"": ""Radiography "", ""3"": ""Sialography "", ""4"": ""Ultrasound""}",Radiology,diagnosis,direct_question,otolaryngology,Salivary Gland,intermediate,1.0,"[""Salivary gland anatomy"", ""Parotid gland pathology"", ""Stensen's duct pathology"", ""Diagnostic approaches for salivary gland swelling""]",male,,,Adult (18+)
17492,خانم 28 ساله G1 با حاملگی 36 هفته و سردرد شدید بستری شده است. در معاینه BP=160/110 داشته و آزمایش ادرار پروتئینوری +3 نشان داده است. اقدام لازم کدام است؟,"{'1': 'اینداکشن جهت زایمان طبیعی ', '2': 'سزارین اورژانس ', '3': 'ادامه حاملگی تا 38 هفته ', '4': 'تجویز کورتیکواستروئید و ختم حاملگی 48 ساعت بعد'}",زنان,1394,1,"A 28-year-old G1 woman at 36 weeks of gestation is admitted with severe headache. On examination, her BP was 160/110 and urinalysis showed +3 proteinuria. What is the necessary action?","{""1"": ""Induction for vaginal delivery"", ""2"": ""Emergency Cesarean section"", ""3"": ""Continue pregnancy until 38 weeks"", ""4"": ""Administer corticosteroids and terminate pregnancy after 48 hours""}",Obstetrics and Gynecology,treatment,case_scenario,gynecology,Obstetrics,intermediate,1.0,"[""Obstetric emergencies"", ""Hypertensive disorders of pregnancy"", ""Preeclampsia management""]",female,28,years,Adult (18+)
4093,خانم 20 ساله با دوبینی مراجعه کرده است. در معاینه در نگاه به چپ، چشم راست به داخل نمی آید و همچنین در نگاه به راست، چشم چپ به داخل نمیآید. اولین اقدام تشخیصی کدام یک از موارد زیر می باشد؟,"{'1': 'تست تنسیلون ', '2': 'ام آر آی مغز ', '3': 'بررسی از نظر بوتولیسم ', '4': 'آنژیوگرافی عروق مغز'}",نورولوژی,1398,2,"A 20-year-old woman presents with double vision. On examination, when looking to the left, the right eye does not adduct, and when looking to the right, the left eye does not adduct. Which of the following is the first diagnostic step?","{""1"": ""Tensilon test"", ""2"": ""Brain MRI"", ""3"": ""Assessment for botulism"", ""4"": ""Cerebral angiography""}",Neurology,diagnosis,case_scenario,neurology,neuro-ophthalmology,intermediate,1.0,"[""Neuro-ophthalmology"", ""Cranial nerve anatomy"", ""Diplopia"", ""Internuclear ophthalmoplegia""]",female,20,years,Adult (18+)
361,بیماری مرد 50 ساله، به دنبال سقوط از ارتفاع 6 متری به اورژانس منتقل شده است. بیمار افت هوشیاری دارد و به سختی نفس می‌کشد. در سمع ریه‌ها کاهش صدا ندارد. بیمار در شوک است و شکستگی واضح ران راست به همراه تغییر شکل دارد. کدام اقدام در اولویت است؟,"{'1': 'تزریق سرم و فرآورده خونی ', '2': 'انجام سونوگرافی (FAST) ', '3': 'جا اندازی استخوان ران به همراه آتل\u200cگیری ', '4': 'لوله گذاری راه هوایی از راه دهان'}",جراحی,1403,4,A 50-year-old male patient was transferred to the emergency department after falling from a height of 6 meters. The patient has decreased consciousness and is breathing with difficulty. There is no decreased breath sound on lung auscultation. The patient is in shock and has a clear fracture of the right femur with deformity. Which action is the priority?,"{""1"": ""Infusion of crystalloids and blood products"", ""2"": ""Performing ultrasonography (FAST)"", ""3"": ""Reduction of the femur fracture with splinting"", ""4"": ""Oral airway intubation""}",Surgery,treatment,case_scenario,orthopedics,trauma,intermediate,1.0,"[""Trauma management"", ""Advanced Trauma Life Support (ATLS)"", ""Shock management"", ""Fracture management""]",male,50,years,Adult (18+)
8217,آقای 22 ساله تومور سوار با شکستگی باز ساق چپ، اندازه زخم 3 سانتی‌متر، سر استخوان بیرون است آلودگی متوسط اطراف زخم وجود دارد، نبض دیستال لمس می‌شود، در managment بیمار کدام اقدام مناسبنمی‌باشد؟,"{'1': 'شستشو و برگرداندن استخوان به داخل زخم ', '2': 'ترمیم تاندون و عصب (در صورت آسیب) ', '3': 'باز گذاشتن زخم ', '4': 'شستن زخم با آب و صابون'}",ارتوپدی,1397,2,"A 22-year-old male motorcycle rider with an open fracture of the left tibia, wound size 3 cm, bone end is exposed, moderate contamination around the wound, distal pulse is palpable. Which action is NOT appropriate in the management of the patient?","{""1"": ""Washing and reducing the bone back into the wound"", ""2"": ""Tendon and nerve repair (if injured)"", ""3"": ""Leaving the wound open"", ""4"": ""Washing the wound with soap and water""}",Orthopedics,treatment,direct_question,orthopedics,trauma,intermediate,1.0,"[""Orthopedic trauma management"", ""Open fracture classification"", ""Wound management"", ""Vascular assessment""]",male,22,years,Adult (18+)
13406,کدامیک از عبارات زیر در مورد کراتوکونوس اشتباه است؟,"{'1': 'شانس موفقیت پیوند قرنیه در این بیماران کم است. ', '2': 'تغییر شکل قرنیه معمولاً باعث آستیگماتیسم نامنظم می شود. ', '3': 'نامنظم شدن Red reflex در رتینوسکوپی یک علامت بسیار زودرس کراتوکونوس است. ', '4': 'در اوایل بیماری اصلاح دید با لنز تماسی ممکن است.'}",چشم پزشکی,1395,1,Which of the following statements about keratoconus is incorrect?,"{""1"": ""The success rate of corneal transplantation in these patients is low."", ""2"": ""Corneal shape change usually causes irregular astigmatism."", ""3"": ""Irregularity of the Red reflex in retinoscopy is a very early sign of keratoconus."", ""4"": ""In the early stages of the disease, vision correction with contact lenses is possible.""}",Ophthalmology,pathophysiology,direct_question,ophthalmology,Corneal Disease,intermediate,0.0,"[""Ophthalmology"", ""Corneal anatomy and physiology"", ""Keratoconus pathophysiology""]",unspecified,unspecified,unspecified,Unspecified
4702,خانم ۳۵ ساله با توده 2cm در لوب راست تیروئید مراجعه کرده است که از دو سال پیش ایجاد شده است سابقه بیماری فامیلی ندارد. سابقه اشعه به سر و گردن ندارد. FNA از توده انجام شده است که مایع خونی خارج شده است. اقدام بعدی کدام است؟,"{'1': 'لوبکتومی راست تیروئید ', '2': 'آناليز مایع خونی و تصمیم گیری بر مبنای آن ', '3': 'بیمار را تحت نظر می گیریم ', '4': 'FNA را تکرار می کنیم'}",جراحی,1398,4,"A 35-year-old woman presented with a 2cm mass in the right lobe of the thyroid that developed two years ago. There is no family history of the disease. There is no history of radiation to the head and neck. FNA of the mass was performed, and bloody fluid was extracted. What is the next step?","{""1"": ""Right thyroid lobectomy"", ""2"": ""Analysis of the bloody fluid and decision making based on it"", ""3"": ""We will monitor the patient"", ""4"": ""We will repeat the FNA""}",Surgery,followup,case_scenario,endocrinology,thyroid_nodule,intermediate,1.0,"[""thyroid nodule evaluation"", ""fine needle aspiration (FNA) interpretation"", ""management of cystic thyroid nodules""]",female,35,years,Adult (18+)
14055,دختر بچه چهار ساله به دنبال سقوط حین تاب بازی با درد و تورم شدید ناحیه آرنج مراجعه می نماید. در گرافی به عمل آمده، شکستگی فوق کندیلی بازوی چپ (supracondylar fracture) مشهود می باشد. در خصوص بیمار فوق کدام عبارت صحیح می باشد؟,"{'1': 'شایع\u200cترین نوع آن، Flexion type می\u200cباشد. ', '2': 'برخلاف دررفتگی آرنج، در این شکستگی، در لمس مثلث خلفی آرنج به هم نخورده است. ', '3': 'عارضه مهم این شکستگی والگوس آرنج (cubitus valgus) می\u200cباشد. ', '4': 'در شکستگی نوع اکتسانسیون، عصب اولنار احتمال آسیب بیشتری دارد.'}",ارتوپدی,1394,2,A four-year-old girl presents with severe pain and swelling in the elbow area following a fall while swinging. An X-ray shows a supracondylar fracture of the left humerus. Which statement is correct regarding the above patient?,"{""1"": ""The most common type is Flexion type."", ""2"": ""Unlike elbow dislocation, in this fracture, the posterior elbow triangle is intact on palpation."", ""3"": ""The important complication of this fracture is cubitus valgus."", ""4"": ""In extension type fracture, the ulnar nerve is more likely to be injured.""}",Orthopedics,treatment,case_scenario,orthopedics,trauma,intermediate,1.0,"[""pediatric orthopedics"", ""fracture management"", ""supracondylar fracture""]",female,4,years,Child (2-17)
5533,خانم ۶۰ ساله با ضعف و بی حالی و استفراغ به اورژانس مراجعه کرده است. در معاینات PR=100/min BP = 90/60 mmHg دارد. زبان خشک است. در ارزیابی آزمایشگاهی سدیم ادرار 16meq/L و سدیم پلاسما Na=122 meq/L گزارش شده است کدام تشخیص مطرح است؟,"{'1': 'هیپوتیروئیدی ', '2': 'هیپرگلیسمی ', '3': 'پانکراتیت ', '4': 'نارسایی قلب'}",نفرولوژی,1398,3,"A 60-year-old woman presented to the emergency department with weakness, malaise, and vomiting. On examination, she has PR=100/min and BP=90/60 mmHg. Her tongue is dry. Laboratory evaluation reported urine sodium of 16 meq/L and plasma sodium of Na=122 meq/L. Which diagnosis is suggested?","{""1"": ""Hypothyroidism"", ""2"": ""Hyperglycemia"", ""3"": ""Pancreatitis"", ""4"": ""Heart failure""}",Nephrology,diagnosis,case_scenario,nephrology,electrolyte_imbalance,intermediate,1.0,"[""electrolyte physiology"", ""hyponatremia"", ""volume status assessment"", ""causes of hyponatremia"", ""interpretation of urine and plasma sodium""]",female,60,years,Adult (18+)
3669,خالم 40 ساله با آبسه گلوتئال درناژ می شود. زخم شستشو می شود تا به تدریج ترميم یابد. ترمیم این زخم از کدام نوع است؟,"{'1': 'Secodary ', '2': 'Primary ', '3': 'Tertiary ', '4': 'Secondary-Primary'}",جراحی,1398,1,My 40-year-old aunt is having a gluteal abscess drained. The wound is being irrigated to heal gradually. What type of healing is this wound undergoing?,"{""1"": ""Secodary "", ""2"": ""Primary "", ""3"": ""Tertiary "", ""4"": ""Secondary-Primary""}",Surgery,treatment,case_scenario,other,wound care,intermediate,1.0,"[""wound healing"", ""surgical drainage"", ""wound management""]",male,40,years,Adult (18+)
8367,کدام یک از موارد زیر در برخورد با بیماری که با دیسفاژی مراجعه نموده است به ضرر تشخیص اشالازی است؟,"{'1': 'درد قسه سینه ', '2': 'کاهش وزن ', '3': 'دورهی کوتاه دیسفاژی ', '4': 'سرفه'}",گوارش,1397,3,Which of the following is against the diagnosis of achalasia in a patient presenting with dysphagia?,"{""1"": ""Chest pain"", ""2"": ""Weight loss"", ""3"": ""Short duration of dysphagia"", ""4"": ""Cough""}",Gastroenterology,diagnosis,direct_question,gastroenterology,esophageal_disorders,intermediate,0.0,"[""Achalasia"", ""Dysphagia"", ""Differential diagnosis of dysphagia""]",unspecified,unspecified,unspecified,Unspecified
18875,پسر 5 ساله اي با علائم دیسترس تنفسی شدید، خروج آب از دهان، دیسفاژی، تب بالا و استریدور دمی به اورژانس آورده شده است، اولین و مهم ترین اقدام کدام است؟,"{'1': 'برقراری IV-line ، سرم تراپی و شروع آنتی\u200cبیوتیک وریدی پس از کشت خون ', '2': 'انتقال سریع کودک به اتاق عمل و اقدام به بازکردن راه هوایی ', '3': 'معاینه اوروفارنکس، برقراری IV-line و اعزام کودک جهت انجام گرافی گردن ', '4': 'برقراریIV-line ، انجام گرافی گردن، شروع آنتی\u200cبیوتیک وریدی و اقدام به بازکردن راه هوایی'}",گوش حلق بینی,1393,2,"A 5-year-old boy is brought to the emergency department with severe respiratory distress, drooling, dysphagia, high fever, and inspiratory stridor. What is the first and most important action?","{""1"": ""Establish IV-line, fluid therapy, and initiate intravenous antibiotics after blood culture"", ""2"": ""Immediate transfer of the child to the operating room and airway management"", ""3"": ""Oropharyngeal examination, establish IV-line, and send the child for neck radiography"", ""4"": ""Establish IV-line, perform neck radiography, initiate intravenous antibiotics, and airway management""}",ENT/Otolaryngology,treatment,case_scenario,pediatrics,respiratory,intermediate,1.0,"[""Pediatric respiratory emergencies"", ""Airway management"", ""Epiglottitis"", ""Croup""]",male,5,years,Child (2-17)
7233,درباره تشخيص و درمان همانژيوم ساب گلوت حنجره نزد كودكان كدام مورد صحيح است؟,"{'1': 'ميكرولارنگوسكپي مستقيم - تراكئوستومي ', '2': 'ميكرولارنگوسكپي غير مستقيم - تراكئوستومي ', '3': 'ميكرولارنگوسكپي مستقيم جراحي با ليزرCO 2 ', '4': 'ميكرولارنگوسكپي مستقيم صبر و انتظار'}",گوش حلق بینی,1397,4,Which of the following is correct regarding the diagnosis and treatment of subglottic hemangioma of the larynx in children?,"{""1"": ""Direct microlaryngoscopy - Tracheostomy"", ""2"": ""Indirect microlaryngoscopy - Tracheostomy"", ""3"": ""Direct microlaryngoscopy with CO2 laser surgery"", ""4"": ""Direct microlaryngoscopy with watchful waiting""}",ENT/Otolaryngology,diagnosis,direct_question,otolaryngology,laryngeal disorders,intermediate,0.0,"[""pediatric otolaryngology"", ""laryngeal hemangioma"", ""diagnosis of subglottic hemangioma"", ""treatment of subglottic hemangioma""]",unspecified,unspecified,unspecified,Child (2-17)
2578,کارگر 23 ساله ای حین کار دچار زخم عمیق و آلوده به خاک در ناحیه کف پا شده است. واکسیناسیون کزاز وی کامل و آخرین دوز را در 20 سالگی زده است. از نظر پیشگیری کزاز کدام اقدام لازم است؟,"{'1': 'یک دوز واکسن دوگانه کزاز ـ دیفتری بزند. ', '2': 'یک دوزتتابولین تزریق کند. ', '3': 'اقدام خاصی لازم نمیباشد. ', '4': 'یک دوز واکسن دوگانه و یک دوز تتابولین بزند.'}",عفونی,1400,3,"A 23-year-old worker sustained a deep, soil-contaminated wound on the sole of his foot while working. His tetanus vaccination is complete, and he received the last dose at age 20. What action is necessary for tetanus prevention?","{""1"": ""Administer one dose of tetanus-diphtheria (Td) vaccine."", ""2"": ""Inject one dose of tetanus immunoglobulin (TIG)."", ""3"": ""No specific action is necessary."", ""4"": ""Administer one dose of Td vaccine and one dose of TIG.""}",Infectious Diseases,treatment,direct_question,infectious_disease,vaccination,intermediate,1.0,"[""Tetanus prophylaxis guidelines"", ""Wound management"", ""Vaccination schedules""]",male,23,years,Adult (18+)
6543,در گرافی مچ دست بیمار 28 ساله با سابقه درد مزمن، یک ضایعه لیتیک در اپی‌فیزدیستال رادیوس مشهود است. ضایعه Expansile بوده و کورتکس در قسمت‌هایی کاملاً تخریب شده است. کدام گزینه در مورد تشخیص احتمالی صحیح نمی‌باشد؟,"{'1': 'ضایعه تهاجم موضعی دارد. ', '2': 'برای رد کردن احتمال متاستاز عکس قفسه سینه الزامی است. ', '3': 'محل ضایعه جهت تشخیص، تیپیک است. ', '4': 'این ضایعه بعد از سن بلوغ استخوانی شایع\u200cتر است.'}",رادیولوژی,1397,2,"In the wrist X-ray of a 28-year-old patient with a history of chronic pain, a lytic lesion is visible in the distal radial epiphysis. The lesion is expansile, and the cortex is completely destroyed in some areas. Which option is incorrect regarding the probable diagnosis?","{""1"": ""The lesion is locally aggressive."", ""2"": ""A chest X-ray is necessary to rule out the possibility of metastasis."", ""3"": ""The location of the lesion is typical for diagnosis."", ""4"": ""This lesion is more common after skeletal maturity.""}",Radiology,diagnosis,multiple_choice,orthopedics,bone_tumors,intermediate,1.0,"[""Radiology interpretation (wrist)"", ""Differential diagnosis of lytic bone lesions"", ""Characteristics of bone tumors""]",unspecified,28,years,Adult (18+)
17674,مقاومت به کدامیک از داروهای ذکر شده در گزینه های ذیل با تعریف سل فوق مقاوم به درمان (XDR) مطابقت دارد؟,"{'1': 'ایزونیازید + ریفامپین ', '2': 'تمام داروهای خط اول درمان ', '3': 'کلیه داروهای خط اول + کینولون ها + آمیکاسین ', '4': 'داروهای خط اول و دوم درمان'}",عفونی,1393,3,Resistance to which of the following drugs listed in the options corresponds to the definition of extensively drug-resistant tuberculosis (XDR-TB)?,"{""1"": ""Isoniazid + Rifampicin"", ""2"": ""All first-line treatment drugs"", ""3"": ""All first-line drugs + Quinolones + Amikacin"", ""4"": ""First and second-line treatment drugs""}",Infectious Diseases,treatment,multiple_choice,infectious_disease,Tuberculosis,intermediate,0.0,"[""Tuberculosis treatment guidelines"", ""Drug resistance in tuberculosis"", ""Definitions of drug-resistant TB (MDR, XDR)""]",unspecified,unspecified,unspecified,Unspecified
5223,دیسپلازي میناي دندان و اختلال رشد استخوانها، از عوارض مصرف کدام دارو است؟,"{'1': 'داکسی سیکلین ', '2': 'سیپروفلوکساسین ', '3': 'کلرامفنیکل ', '4': 'سولفامتوکسازول'}",فارماکولوژی,1398,1,Enamel dysplasia and bone growth disorders are side effects of which drug?,"{""1"": ""Doxycycline"", ""2"": ""Ciprofloxacin"", ""3"": ""Chloramphenicol"", ""4"": ""Sulfamethoxazole""}",Pharmacology,pharmacology,direct_question,pharmacology,adverse_effects,basic,0.0,"[""pharmacology"", ""adverse drug effects"", ""pediatric pharmacology""]",unspecified,unspecified,unspecified,Unspecified
7514,در مواجهه با بیمار دچار پارگی قرنیه چشم تمام موارد زیر توصیه می شودبه جز:,"{'1': 'گذاشتن محافظ (شیلد) ', '2': 'چکاندن قطره چشمی ', '3': 'خودداری از پلک زدن زیاد ', '4': 'پیشگیری از کزاز براساس سابقه واکسیناسیون'}",چشم پزشکی,1397,2,"In managing a patient with corneal laceration, all of the following are recommended EXCEPT:","{""1"": ""Placing a protective shield"", ""2"": ""Instilling eye drops"", ""3"": ""Avoiding excessive blinking"", ""4"": ""Tetanus prophylaxis based on vaccination history""}",Ophthalmology,treatment,direct_question,ophthalmology,corneal injury,intermediate,0.0,"[""management of corneal lacerations""]",unspecified,unspecified,unspecified,Unspecified
2058,کدامیک از موارد زیر در برابر ابتلای به بیماری وبا مقاومت ایجاد میکند؟,"{'1': 'تغذیه با شیر مادر ', '2': 'گروه خونی O ', '3': 'کاهش اسید معده ', '4': 'مصرف لبنیات'}",آمار,1400,4,Which of the following provides resistance against contracting cholera?,"{""1"": ""Breastfeeding"", ""2"": ""Blood group O"", ""3"": ""Reduced stomach acid"", ""4"": ""Consumption of dairy products""}",Statistics,etiology,direct_question,infectious_disease,bacterial_infections,basic,0.0,"[""Infectious disease"", ""Cholera"", ""Immunity""]",unspecified,unspecified,unspecified,Unspecified
7558,بیمار خانمی 36 ساله با سابقه دیابت از 2 سال قبل جهت مشاوره جلوگیری از بارداری به مرکز بهداشت مراجعه کرده است. بیمار سابقه میگرن بدون نشانه های عصبی کانونی را نیز ذکر می کند در سابقه فامیلی کانسر کولون و کانسر تخمدان را ذکر می کند در معاینه فشار خون نرمال بوده و یافته پاتولوژیک در معاینه ندارد. کدام یک از موارد زیر کنترااندیکاسیون مصرف OCP با دوز پایین در این بیمار می باشد؟,"{'1': 'میگرن بدون نشانه های عصبی کانونی ', '2': 'سابقه فامیلی کانسر کولون ', '3': 'سابقه فامیلی کانسر تخمدان ', '4': 'دیابت اخیر کنترل شده'}",زنان,1397,1,"A 36-year-old female patient with a history of diabetes for the past 2 years has referred to the health center for contraception counseling. The patient also reports a history of migraine without focal neurological symptoms. Family history includes colon cancer and ovarian cancer. On examination, blood pressure is normal and there are no pathological findings. Which of the following is a contraindication for low-dose OCP use in this patient?","{""1"": ""Migraine without focal neurological symptoms"", ""2"": ""Family history of colon cancer"", ""3"": ""Family history of ovarian cancer"", ""4"": ""Recently controlled diabetes""}",Obstetrics and Gynecology,pharmacology,case_scenario,gynecology,contraception,intermediate,1.0,"[""Pharmacology of oral contraceptive pills (OCPs)"", ""Contraindications for OCP use"", ""Medical conditions affecting OCP suitability (diabetes, migraine, family history of cancer)""]",female,36,years,Adult (18+)
2382,درگیری کدامیک از اعصاب مغزی در افزایش فشار داخل جمجمه مورد انتظار است؟,"{'1': '2 و 3 ', '2': '3 و 4 ', '3': '3 و 6 ', '4': '4 و 6'}",کودکان,1400,4,Which cranial nerves are expected to be involved in increased intracranial pressure?,"{""1"": ""2 and 3"", ""2"": ""3 and 4"", ""3"": ""3 and 6"", ""4"": ""4 and 6""}",Pediatrics,pathophysiology,direct_question,neurology,Increased Intracranial Pressure,intermediate,0.0,"[""Cranial nerve anatomy"", ""Physiology of increased intracranial pressure"", ""Clinical manifestations of increased intracranial pressure""]",unspecified,unspecified,unspecified,Unspecified
5651,بیمار آقاي 55 ساله با ضعف و کاهش وزن مراجعه کرده است. در معاینه اسپلنومگالی دارد. اسمیر خون محیطی لکوسیتوز شدید با شیفت به چپ نشان داد. بررسی سیتوژنتیک وجود کروموزوم فیلادلفیا (ترانسلوکاسیون BCR-ABL) را ثابت کرد. محتمل ترین تشخیص کدام است؟,"{'1': 'Chronic myeloid Leukemia ', '2': 'Poly cythemia Vera ', '3': 'Chronic Lymphocytic Leukemia ', '4': 'Myelodysplastic Syndrome'}",پاتولوژی,1398,1,A 55-year-old male patient presented with weakness and weight loss. Physical examination revealed splenomegaly. Peripheral blood smear showed severe leukocytosis with left shift. Cytogenetic analysis confirmed the presence of the Philadelphia chromosome (BCR-ABL translocation). What is the most likely diagnosis?,"{""1"": ""Chronic myeloid Leukemia "", ""2"": ""Poly cythemia Vera "", ""3"": ""Chronic Lymphocytic Leukemia "", ""4"": ""Myelodysplastic Syndrome""}",Pathology,diagnosis,case_scenario,hematology_oncology,myeloid_malignancies,intermediate,1.0,"[""Hematologic malignancies"", ""Peripheral blood smear interpretation"", ""Cytogenetics"", ""BCR-ABL translocation"", ""Splenomegaly""]",male,55,years,Adult (18+)
